Object Type,Object Name,Control Name,Property Name,Old Value,New Value,Time
"Form","qryRepairOrderSumarysubform",,"RecordSource","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.CustID, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.SEECLEAN FROM qryRepairOrderSumary;","SELECT qryRepairOrderSumary.RepairOrderNo, qryRepairOrderSumary.CustID, qryRepairOrderSumary.DateCompleted, qryRepairOrderSumary.SEECLEAN FROM qryRepairOrderSumary; ","09/17/12 17:35:12"
"Report","InHouseRepairOrder",,"RecordSource","SELECT tblCustomers.CustID AS tblCustomers_CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.SOURCE, tblRepairWorkOrderDetail.[WO DATE], tblRepairWorkOrderDetail.[DATE TO SUB], tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.[QUOTE  BY], tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.[RACK#], tblRepairWorkOrderDetail.STORAGE, tblRepairWorkOrderDetail.[TYPE OF REPAIR], tblRepairWorkOrderDetail.SPECIALINSTRUCTIONS, tblRepairWorkOrderDetail.SEECLEAN, tblRepairWorkOrderDetail.REPAIRSDONEBY, tblRepairWorkOrderDetail.DateCompleted, tblRepairWorkOrderDetail.LOCATION, tblRepairWorkOrderDetail.RushOrder, tblRepairWorkOrderDetail.FirmRush, tblRepairWorkOrderDetail.RushOrder, tblRepairWorkOrderDetail.DateIn, tblRepairWorkOrderDetail.CLEAN, tblRepairWorkOrderDetail.CLEANFIRST, tblRepairWorkOrderDetail.CUSTOMERPRICE, tblRepairWorkOrderDetail.RETURNSTATUS, tblRepairWorkOrderDetail.MaterialList FROM tblCustomers INNER JOIN tblRepairWorkOrderDetail ON tblCustomers.CustID = tblRepairWorkOrderDetail.CustID;","SELECT tblCustomers.CustID AS tblCustomers_CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.SOURCE, tblRepairWorkOrderDetail.[WO DATE], tblRepairWorkOrderDetail.[DATE TO SUB], tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.[QUOTE  BY], tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.[RACK#], tblRepairWorkOrderDetail.STORAGE, tblRepairWorkOrderDetail.[TYPE OF REPAIR], tblRepairWorkOrderDetail.SPECIALINSTRUCTIONS, tblRepairWorkOrderDetail.SEECLEAN, tblRepairWorkOrderDetail.REPAIRSDONEBY, tblRepairWorkOrderDetail.DateCompleted, tblRepairWorkOrderDetail.LOCATION, tblRepairWorkOrderDetail.RushOrder, tblRepairWorkOrderDetail.FirmRush, tblRepairWorkOrderDetail.RushOrder, tblRepairWorkOrderDetail.DateIn, tblRepairWorkOrderDetail.CLEAN, tblRepairWorkOrderDetail.CLEANFIRST, tblRepairWorkOrderDetail.CUSTOMERPRICE, tblRepairWorkOrderDetail.RETURNSTATUS, tblRepairWorkOrderDetail.MaterialList FROM tblCustomers INNER JOIN tblRepairWorkOrderDetail ON tblCustomers.CustID = tblRepairWorkOrderDetail.CustID; ","09/17/12 20:00:51"
"Report","InHouseRepairOrder",,"RecordSource","SELECT tblCustomers.CustID AS tblCustomers_CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.SOURCE, tblRepairWorkOrderDetail.[WO DATE], tblRepairWorkOrderDetail.[DATE TO SUB], tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.[QUOTE  BY], tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.[RACK#], tblRepairWorkOrderDetail.STORAGE, tblRepairWorkOrderDetail.[TYPE OF REPAIR], tblRepairWorkOrderDetail.SPECIALINSTRUCTIONS, tblRepairWorkOrderDetail.SEECLEAN, tblRepairWorkOrderDetail.REPAIRSDONEBY, tblRepairWorkOrderDetail.DateCompleted, tblRepairWorkOrderDetail.LOCATION, tblRepairWorkOrderDetail.RushOrder, tblRepairWorkOrderDetail.FirmRush, tblRepairWorkOrderDetail.RushOrder, tblRepairWorkOrderDetail.DateIn, tblRepairWorkOrderDetail.CLEAN, tblRepairWorkOrderDetail.CLEANFIRST, tblRepairWorkOrderDetail.CUSTOMERPRICE, tblRepairWorkOrderDetail.RETURNSTATUS, tblRepairWorkOrderDetail.MaterialList FROM tblCustomers INNER JOIN tblRepairWorkOrderDetail ON tblCustomers.CustID = tblRepairWorkOrderDetail.CustID;","SELECT tblCustomers.CustID AS tblCustomers_CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.SOURCE, tblRepairWorkOrderDetail.[WO DATE], tblRepairWorkOrderDetail.[DATE TO SUB], tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.[QUOTE  BY], tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.[RACK#], tblRepairWorkOrderDetail.STORAGE, tblRepairWorkOrderDetail.[TYPE OF REPAIR], tblRepairWorkOrderDetail.SPECIALINSTRUCTIONS, tblRepairWorkOrderDetail.SEECLEAN, tblRepairWorkOrderDetail.REPAIRSDONEBY, tblRepairWorkOrderDetail.DateCompleted, tblRepairWorkOrderDetail.LOCATION, tblRepairWorkOrderDetail.RushOrder, tblRepairWorkOrderDetail.FirmRush, tblRepairWorkOrderDetail.RushOrder, tblRepairWorkOrderDetail.DateIn, tblRepairWorkOrderDetail.CLEAN, tblRepairWorkOrderDetail.CLEANFIRST, tblRepairWorkOrderDetail.CUSTOMERPRICE, tblRepairWorkOrderDetail.RETURNSTATUS, tblRepairWorkOrderDetail.MaterialList FROM tblCustomers INNER JOIN tblRepairWorkOrderDetail ON tblCustomers.CustID = tblRepairWorkOrderDetail.CustID; ","09/17/12 20:15:14"
"Report","InHouseRepairOrder",,"RecordSource","SELECT tblCustomers.CustID AS tblCustomers_CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.SOURCE, tblRepairWorkOrderDetail.[WO DATE], tblRepairWorkOrderDetail.[DATE TO SUB], tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.[QUOTE  BY], tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.[RACK#], tblRepairWorkOrderDetail.STORAGE, tblRepairWorkOrderDetail.[TYPE OF REPAIR], tblRepairWorkOrderDetail.SPECIALINSTRUCTIONS, tblRepairWorkOrderDetail.SEECLEAN, tblRepairWorkOrderDetail.REPAIRSDONEBY, tblRepairWorkOrderDetail.DateCompleted, tblRepairWorkOrderDetail.LOCATION, tblRepairWorkOrderDetail.RushOrder, tblRepairWorkOrderDetail.FirmRush, tblRepairWorkOrderDetail.RushOrder, tblRepairWorkOrderDetail.DateIn, tblRepairWorkOrderDetail.CLEAN, tblRepairWorkOrderDetail.CLEANFIRST, tblRepairWorkOrderDetail.CUSTOMERPRICE, tblRepairWorkOrderDetail.RETURNSTATUS, tblRepairWorkOrderDetail.MaterialList FROM tblCustomers INNER JOIN tblRepairWorkOrderDetail ON tblCustomers.CustID = tblRepairWorkOrderDetail.CustID;","SELECT tblCustomers.CustID AS tblCustomers_CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblRepairWorkOrderDetail.RepairOrderNo, tblRepairWorkOrderDetail.SOURCE, tblRepairWorkOrderDetail.[WO DATE], tblRepairWorkOrderDetail.[DATE TO SUB], tblRepairWorkOrderDetail.DateRequired, tblRepairWorkOrderDetail.QUOTE, tblRepairWorkOrderDetail.[QUOTE  BY], tblRepairWorkOrderDetail.APPROVED, tblRepairWorkOrderDetail.[RACK#], tblRepairWorkOrderDetail.STORAGE, tblRepairWorkOrderDetail.[TYPE OF REPAIR], tblRepairWorkOrderDetail.SPECIALINSTRUCTIONS, tblRepairWorkOrderDetail.SEECLEAN, tblRepairWorkOrderDetail.REPAIRSDONEBY, tblRepairWorkOrderDetail.DateCompleted, tblRepairWorkOrderDetail.LOCATION, tblRepairWorkOrderDetail.RushOrder, tblRepairWorkOrderDetail.FirmRush, tblRepairWorkOrderDetail.RushOrder, tblRepairWorkOrderDetail.DateIn, tblRepairWorkOrderDetail.CLEAN, tblRepairWorkOrderDetail.CLEANFIRST, tblRepairWorkOrderDetail.CUSTOMERPRICE, tblRepairWorkOrderDetail.RETURNSTATUS, tblRepairWorkOrderDetail.MaterialList FROM tblCustomers INNER JOIN tblRepairWorkOrderDetail ON tblCustomers.CustID = tblRepairWorkOrderDetail.CustID; ","09/17/12 20:20:40"
"Form","tblOrdDetCustAwngssubform",,"RecordSource","SELECT tblRepOrdDetCustAwngs.* FROM tblRepOrdDetCustAwngs;","SELECT tblRepOrdDetCustAwngs.* FROM tblRepOrdDetCustAwngs; ","09/17/12 22:09:37"
"Form","tblOrdDetCustAwngssubform",,"RecordSource","SELECT tblOrdDetCustAwngs.* FROM tblOrdDetCustAwngs;","SELECT tblOrdDetCustAwngs.* FROM tblOrdDetCustAwngs; ","09/17/12 22:18:13"
"Form","tblOrdDetCustAwngssubform",,"RecordSource","SELECT tblOrdDetCustAwngs.* FROM tblOrdDetCustAwngs;","SELECT tblOrdDetCustAwngs.* FROM tblOrdDetCustAwngs; ","09/17/12 22:25:21"
"Form","tblRepOrdDetCustAwngs subform",,"RecordSource","SELECT [tblRepOrdDetCustAwngs].[RepairOrderNo], [tblRepOrdDetCustAwngs].[CustID], [tblRepOrdDetCustAwngs].[Qty], [tblRepOrdDetCustAwngs].[Description], [tblRepOrdDetCustAwngs].[Material], [tblRepOrdDetCustAwngs].[Condition], [tblRepOrdDetCustAwngs].[Color], [tblRepOrdDetCustAwngs].[SizeWgt], [tblRepOrdDetCustAwngs].[Price] FROM [tblRepOrdDetCustAwngs]","SELECT [tblRepOrdDetCustAwngs].[RepairOrderNo], [tblRepOrdDetCustAwngs].[CustID], [tblRepOrdDetCustAwngs].[Qty], [tblRepOrdDetCustAwngs].[Description], [tblRepOrdDetCustAwngs].[Material], [tblRepOrdDetCustAwngs].[Condition], [tblRepOrdDetCustAwngs].[Color], [tblRepOrdDetCustAwngs].[SizeWgt], [tblRepOrdDetCustAwngs].[Price] FROM tblRepOrdDetCustAwngs; ","09/17/12 23:23:10"
"Form","tblRepOrdDetCustAwngs subform",,"RecordSource","SELECT tblRepOrdDetCustAwngs.Qty, tblRepOrdDetCustAwngs.Description, tblRepOrdDetCustAwngs.Material, tblRepOrdDetCustAwngs.Condition, tblRepOrdDetCustAwngs.Color, tblRepOrdDetCustAwngs.SizeWgt, tblRepOrdDetCustAwngs.Price FROM tblRepOrdDetCustAwngs;","SELECT tblRepOrdDetCustAwngs.Qty, tblRepOrdDetCustAwngs.Description, tblRepOrdDetCustAwngs.Material, tblRepOrdDetCustAwngs.Condition, tblRepOrdDetCustAwngs.Color, tblRepOrdDetCustAwngs.SizeWgt, tblRepOrdDetCustAwngs.Price FROM tblRepOrdDetCustAwngs; ","09/17/12 23:33:59"
"Form","tblRepOrdDetCustAwngs subform",,"RecordSource","SELECT tblRepOrdDetCustAwngs.Qty, tblRepOrdDetCustAwngs.Description, tblRepOrdDetCustAwngs.Material, tblRepOrdDetCustAwngs.Condition, tblRepOrdDetCustAwngs.Color, tblRepOrdDetCustAwngs.SizeWgt, tblRepOrdDetCustAwngs.Price, tblRepOrdDetCustAwngs.*, tblRepOrdDetCustAwngs.CustID, tblRepOrdDetCustAwngs.RepairOrderNo, tblRepOrdDetCustAwngs.* FROM tblRepOrdDetCustAwngs WHERE (((tblRepOrdDetCustAwngs.Description)=""forms]![frmRepairOrderDetail]![custid]""));","SELECT tblRepOrdDetCustAwngs.Qty, tblRepOrdDetCustAwngs.Description, tblRepOrdDetCustAwngs.Material, tblRepOrdDetCustAwngs.Condition, tblRepOrdDetCustAwngs.Color, tblRepOrdDetCustAwngs.SizeWgt, tblRepOrdDetCustAwngs.Price, tblRepOrdDetCustAwngs.*, tblRepOrdDetCustAwngs.CustID, tblRepOrdDetCustAwngs.RepairOrderNo, tblRepOrdDetCustAwngs.* FROM tblRepOrdDetCustAwngs WHERE (((tblRepOrdDetCustAwngs.Description)=""forms]![frmRepairOrderDetail]![custid]"")); ","09/17/12 23:42:59"
"Form","tblRepOrdDetCustAwngs subform","Description","ControlSource","Description","tblRepOrdDetCustAwngs.Description","09/17/12 23:42:59"
"Form","tblRepOrdDetCustAwngs subform","Material","ControlSource","Material","tblRepOrdDetCustAwngs.Material","09/17/12 23:42:59"
"Form","tblRepOrdDetCustAwngs subform","Condition","ControlSource","Condition","tblRepOrdDetCustAwngs.Condition","09/17/12 23:42:59"
"Form","tblRepOrdDetCustAwngs subform","Color","ControlSource","Color","tblRepOrdDetCustAwngs.Color","09/17/12 23:42:59"
"Form","tblRepOrdDetCustAwngs subform","SizeWgt","ControlSource","SizeWgt","tblRepOrdDetCustAwngs.SizeWgt","09/17/12 23:42:59"
"Form","tblRepOrdDetCustAwngs subform","Price","ControlSource","Price","tblRepOrdDetCustAwngs.Price","09/17/12 23:42:59"
"Form","tblRepOrdDetCustAwngsSubform",,"RecordSource","SELECT [tblRepOrdDetCustAwngs].[RepairOrderNo], [tblRepOrdDetCustAwngs].[CustID], [tblRepOrdDetCustAwngs].[Qty], [tblRepOrdDetCustAwngs].[Description], [tblRepOrdDetCustAwngs].[Material], [tblRepOrdDetCustAwngs].[Condition], [tblRepOrdDetCustAwngs].[Color], [tblRepOrdDetCustAwngs].[SizeWgt], [tblRepOrdDetCustAwngs].[Price] FROM [tblRepOrdDetCustAwngs]","SELECT [tblRepOrdDetCustAwngs].[RepairOrderNo], [tblRepOrdDetCustAwngs].[CustID], [tblRepOrdDetCustAwngs].[Qty], [tblRepOrdDetCustAwngs].[Description], [tblRepOrdDetCustAwngs].[Material], [tblRepOrdDetCustAwngs].[Condition], [tblRepOrdDetCustAwngs].[Color], [tblRepOrdDetCustAwngs].[SizeWgt], [tblRepOrdDetCustAwngs].[Price] FROM tblRepOrdDetCustAwngs; ","09/17/12 23:49:22"
"Form","tblOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.* FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=forms![frmRepairOrderDetail]!custid));","SELECT DISTINCTROW tblCustAwngs.* FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=forms![frmRepairOrderDetail]!custid)); ","09/17/12 23:58:27"
"Form","tblOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.* FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![workorderdetail]![custid]));","SELECT DISTINCTROW tblCustAwngs.* FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![workorderdetail]![custid])); ","09/18/12 00:07:29"
"Form","tblRepOrdDetCustAwngsSubform",,"RecordSource","SELECT tblRepOrdDetCustAwngs.RepairOrderNo, tblRepOrdDetCustAwngs.CustID, tblRepOrdDetCustAwngs.Qty, tblRepOrdDetCustAwngs.Description, tblRepOrdDetCustAwngs.Material, tblRepOrdDetCustAwngs.Condition, tblRepOrdDetCustAwngs.Color, tblRepOrdDetCustAwngs.SizeWgt, tblRepOrdDetCustAwngs.Price FROM tblRepOrdDetCustAwngs WHERE (((tblRepOrdDetCustAwngs.CustID)=[forms]![frmRepairOrderDetail]![custid]));","SELECT tblRepOrdDetCustAwngs.RepairOrderNo, tblRepOrdDetCustAwngs.CustID, tblRepOrdDetCustAwngs.Qty, tblRepOrdDetCustAwngs.Description, tblRepOrdDetCustAwngs.Material, tblRepOrdDetCustAwngs.Condition, tblRepOrdDetCustAwngs.Color, tblRepOrdDetCustAwngs.SizeWgt, tblRepOrdDetCustAwngs.Price FROM tblRepOrdDetCustAwngs WHERE (((tblRepOrdDetCustAwngs.CustID)=[forms]![frmRepairOrderDetail]![custid])); ","09/18/12 00:14:16"
"Form","tblRepOrdDetCustAwngsSubform","Description","RowSource","SELECT tblCustAwngs.*, tblCustAwngs.CustID FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmRepairOrderDetail]![CustID]));","SELECT tblCustAwngs.*, tblCustAwngs.CustID FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmRepairOrderDetail]![CustID])); ","09/18/12 00:20:39"
"Form","tblRepOrdDetCustAwngsSubform",,"RecordSource","SELECT tblRepOrdDetCustAwngs.RepairOrderNo, tblRepOrdDetCustAwngs.CustID, tblRepOrdDetCustAwngs.Qty, tblRepOrdDetCustAwngs.Description, tblRepOrdDetCustAwngs.Material, tblRepOrdDetCustAwngs.Condition, tblRepOrdDetCustAwngs.Color, tblRepOrdDetCustAwngs.SizeWgt, tblRepOrdDetCustAwngs.Price FROM tblRepOrdDetCustAwngs WHERE (((tblRepOrdDetCustAwngs.CustID)=[forms]![frmRepairOrderDetail]![custid]));","SELECT tblRepOrdDetCustAwngs.RepairOrderNo, tblRepOrdDetCustAwngs.CustID, tblRepOrdDetCustAwngs.Qty, tblRepOrdDetCustAwngs.Description, tblRepOrdDetCustAwngs.Material, tblRepOrdDetCustAwngs.Condition, tblRepOrdDetCustAwngs.Color, tblRepOrdDetCustAwngs.SizeWgt, tblRepOrdDetCustAwngs.Price FROM tblRepOrdDetCustAwngs WHERE (((tblRepOrdDetCustAwngs.CustID)=[forms]![frmRepairOrderDetail]![custid])); ","09/18/12 00:23:30"
"Form","tblRepOrdDetCustAwngsSubform",,"RecordSource","SELECT tblRepOrdDetCustAwngs.*, tblRepOrdDetCustAwngs.CustID FROM tblRepOrdDetCustAwngs WHERE (((tblRepOrdDetCustAwngs.CustID)=[forms]![frmRepairOrderDetail]![custid]));","SELECT tblRepOrdDetCustAwngs.*, tblRepOrdDetCustAwngs.CustID FROM tblRepOrdDetCustAwngs WHERE (((tblRepOrdDetCustAwngs.CustID)=[forms]![frmRepairOrderDetail]![custid])); ","09/18/12 00:36:40"
"Form","tblRepOrdDetCustAwngs subform1",,"RecordSource","SELECT [tblRepOrdDetCustAwngs].[RepairOrderNo], [tblRepOrdDetCustAwngs].[CustID], [tblRepOrdDetCustAwngs].[Qty], [tblRepOrdDetCustAwngs].[Description], [tblRepOrdDetCustAwngs].[Material], [tblRepOrdDetCustAwngs].[Condition], [tblRepOrdDetCustAwngs].[Color], [tblRepOrdDetCustAwngs].[SizeWgt], [tblRepOrdDetCustAwngs].[Price] FROM [tblRepOrdDetCustAwngs]","SELECT [tblRepOrdDetCustAwngs].[RepairOrderNo], [tblRepOrdDetCustAwngs].[CustID], [tblRepOrdDetCustAwngs].[Qty], [tblRepOrdDetCustAwngs].[Description], [tblRepOrdDetCustAwngs].[Material], [tblRepOrdDetCustAwngs].[Condition], [tblRepOrdDetCustAwngs].[Color], [tblRepOrdDetCustAwngs].[SizeWgt], [tblRepOrdDetCustAwngs].[Price] FROM tblRepOrdDetCustAwngs; ","09/18/12 00:52:18"
"Form","tblRepOrdDetCustAwngs subform1",,"RecordSource","SELECT tblRepOrdDetCustAwngs.* FROM tblRepOrdDetCustAwngs;","SELECT tblRepOrdDetCustAwngs.* FROM tblRepOrdDetCustAwngs; ","09/18/12 00:57:05"
"Form","tblRepOrdDetCustAwngs subform1","Description","RowSource","SELECT tblCustAwngs.*, tblCustAwngs.CustID FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmRepairOrderDetail]![custid]));","SELECT tblCustAwngs.*, tblCustAwngs.CustID FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmRepairOrderDetail]![custid])); ","09/18/12 01:02:29"
"Table","tblRepOrdDetCustAwngs","Description","RowSource","SELECT [tblCustAwngs].[Description], [tblCustAwngs].[CustID], [tblCustAwngs].[Qty], [tblCustAwngs].[Material], [tblCustAwngs].[Color], [tblCustAwngs].[SizeWgt], [tblCustAwngs].[Condition], [tblCustAwngs].[Price] FROM tblCustAwngs;","SELECT [tblCustAwngs].[Description], [tblCustAwngs].[CustID], [tblCustAwngs].[Qty], [tblCustAwngs].[Material], [tblCustAwngs].[Color], [tblCustAwngs].[SizeWgt], [tblCustAwngs].[Condition], [tblCustAwngs].[Price] FROM tblCustAwngs; ","09/18/12 01:26:16"
"Form","tblRepOrdDetCustAwngs",,"RecordSource","SELECT tblRepOrdDetCustAwngs.* FROM tblRepOrdDetCustAwngs;","SELECT tblRepOrdDetCustAwngs.* FROM tblRepOrdDetCustAwngs; ","09/18/12 01:38:20"
"Form","tblRepOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.* FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![repairorderdetail]![custid]));","SELECT DISTINCTROW tblCustAwngs.* FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![repairorderdetail]![custid])); ","09/18/12 02:23:19"
"Form","tblRepOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.* FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmrepairorderdetail]![custid]));","SELECT DISTINCTROW tblCustAwngs.* FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmrepairorderdetail]![custid])); ","09/18/12 02:29:17"
"Form","subwosummary",,"OrderBy","WorkOrderNo DESC","[Work Order #] DESC","09/18/12 10:23:52"
"Form","tblCustAwngs subform","Description","RowSource","SELECT [tblDescriptions].[Description] FROM tblDescriptions ORDER BY [tblDescriptions].[Description];","SELECT [tblDescriptions].[Description] FROM tblDescriptions ORDER BY [tblDescriptions].[Description]; ","09/18/12 10:40:27"
"Form","tblOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![workorderdetail]![custid])) ORDER BY tblCustAwngs.Description;","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![workorderdetail]![custid])) ORDER BY tblCustAwngs.Description; ","09/18/12 10:45:21"
"Form","tblRepOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmrepairorderdetail]![custid])) ORDER BY tblCustAwngs.Description;","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmrepairorderdetail]![custid])) ORDER BY tblCustAwngs.Description; ","09/18/12 10:48:36"
"Form","tblRepOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmrepairorderdetail]![custid])) ORDER BY tblCustAwngs.Description;","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![frmrepairorderdetail]![custid])) ORDER BY tblCustAwngs.Description; ","09/18/12 10:53:55"
